"","gendered_words"
"2993","in Korfu lebende Person; in Korfu wohnende Person; aus Korfu stammende Person; Person aus Korfu; Einwohnende Person Korfus"
"2994","in Kreisverwaltung tätige Person; Leitung der Kreisverwaltung"
"2995","in Kribati lebende Person; in Kribati wohnende Person; aus Kribati stammende Person; Person aus Kribati; Einwohnende Person Kribati `s"
"2996","in Krieg heldenhafte Person"
"2997","in Kroatien lebende Person; in Kroatien wohnende Person; aus Kroatien stammende Person; kroatische Person"
"2998","in Kuba lebende Person; in Kuba wohnende Person; aus Kuba stammende Person; Person aus Kuba ; kubanische Person"
"2999","in Kuwait lebende Person; in Kuwait wohnende Person; aus Kuwait stammende Person; Person aus Kuwait; kuwaitische Person; Einwohnende Person Kuwaits"
"3000","in Landau lebende Person; in Landau wohnende Person; aus Landau stammende Person; Person aus Landau"
"3001","in Landespolitik tätige Person;Landespolitiker*in; Landespolitiker_in; Landespolitiker/in"
"3002","in Landwirtschaft akademisch ausgebildete Person"
"3003","in Landwirtschaft arbeitende Person"
"3004","in Landwirtschaft beschäftigte Person"
"3005","in landwirtschaftlichen Haushalten aushelfende Person;Dorfhelfer*innen"
"3006","in Laos lebende Person; in Laos wohnende Person; aus Laos stammende Person; Person aus Laos ; Einwohnende Person Laos"
"3007","in Latainamerika lebende Person; in Latainamerika wohnende Person; aus Latainamerika stammende Person; Person aus Latainamerika; Einwohnende Person Latainamerikas; latainamerikanische Person"
"3008","in Lesotho lebende Person; in Lesotho wohnende Person; aus Lesotho stammende Person; Person aus Lesotho ; lesothische Person; Einwohnende Person Lesothos"
"3009","in Lettland lebende Person; in Lettland wohnende Person; aus Lettland stammende Person; lettische Person; Person aus Lettland"
"3010","in Liberia lebende Person; in Liberia wohnende Person; aus Liberia stammende Person; Person aus Liberia"
"3011","in Libyen lebende Person; in Libyen wohnende Person; aus Libyen stammende Person; libysche Person; Person aus Libyen"
"3012","in Liechtenstein lebende Person; in Liechtenstein wohnende Person; aus Liechtenstein stammende Person; Person aus Liechtenstein"
"3013","in Litauen lebende Person; in Litauen wohnende Person; aus Litauen stammende Person; litauische Person"
"3014","in literarischem Werk als Icherzählende auftrende Person;Icherzähler*innen"
"3015","in Lokalredaktion arbeitende Person; für Zeitung o.ä. Beiträge leistende Person;Lokalredakteur*in; Lokalredakteur_in; Lokalredakteur/in; Fachkraft in der Lokalredaktion"
"3016","in Luxemburg lebende Person; in Luxemburg wohnende Person; aus Luxemburg stammende Person; luxemburgische Person"
"3017","in Lydien lebende Person; in Lydien wohnende Person; aus Lydien stammende Person; Person aus Lydien; Einwohnende Person Lydiens"
"3018","in Madagaskar lebende Person; in Madagaskar wohnende Person; aus Madagaskar stammende Person; Person aus Madagaskar; Einwohnende Person Madagaskars"
"3019","in Malawien lebende Person; in Malawien wohnende Person; aus Malawien stammende Person; Person aus Malawien"
"3020","in Malaysia lebende Person; in Malaysia wohnende Person; aus Malaysia stammende Person; malaysische Person; Person aus Malaysia"
"3021","in Mali lebende Person; in Mali wohnende Person; aus Mali stammende Person; Person aus Mali ; Einwohnende Person Mali`s"
"3022","in Mälzerei arbeitende Person;Mälzer*in; Mälzer_in; Mälzer/in"
"3023","in Marokko lebende Person; in Marokko wohnende Person; aus Marokko stammende Person; Person aus Marokko ; marrokkanische Person"
"3024","in Mauretanien lebende Person; in Mauretanien wohnende Person; aus Mauretanien stammende Person; Person aus Mauretanien ; mauretanische Person"
"3025","in Mauritius lebende Person; in Mauritius wohnende Person; aus Mauritius stammende Person; Person aus Mauritius; Einwohnende Person Mauritius"
"3026","in Mazedonien lebende Person; in Mazedonien wohnende Person; aus Mazedonien stammende Person; mazedonische Person; Person aus Mazedonien"
"3027","in Medienpartnerschaft mit ..."
"3028","in Mikronesien lebende Person; in Mikronesien wohnende Person; aus Mikronesien stammende Person; Person aus Mikronesien; Einwohnende Mikronesiens"
"3029","in Mine arbeitende Person;Minenarbeiter*in; Minenarbeiter_in; Minenarbeiter/in"
"3030","in Mission tätige Person;Missionar*innen"
"3031","in Moldawien lebende Person; in Moldawien wohnende Person; aus Moldawien stammende Person; Person aus Moldawien; Einwohnende Person Moldawiens"
"3032","in Monaco lebende Person; in Monaco wohnende Person; aus Monaco stammende Person; Person aus Monaco"
"3033","in Mosambik lebende Person; in Mosambik wohnende Person; aus Mosambik stammende Person; Person aus Mosambik ; mosambikanische Person"
"3034","in München wohnende Person; in München lebende Person; Münchner*innen"
"3035","in Myanmar lebende Person; in Myanmar wohnende Person; aus Myanmar stammende Person; Person aus Myanmar; Einwohnende Person Myanmar`s"
"3036","in Namibia lebende Person; in Namibia wohnende Person; aus Namibia stammende Person; Person aus Namibia ; namibische Person"
"3037","in Nassau lebende Person; aus Nassau stammende Person; in Nassau wohnende Person; Nassauer*innen"
"3038","in Nationalmannschaft spielende Person;Nationalspieler*innen"
"3039","in Naturwissenschaft tätige Person;Naturwissenschaftler*innen"
"3040","in Neonatologie tätige Person"
"3041","in Nicaragua lebende Person; in Nicaragua wohnende Person; aus Nicaragua stammende Person; Person aus Nicaragua ; nicaraguanische Person; Einwohnende Person Nicaraguas"
"3042","in Nigeria lebende Person; in Nigeria wohnende Person; aus Nigeria stammende Person; Person aus Nigeria ; nigerianische Person"
"3043","in Nigeria lebende Person; in Nigeria wohnende Person; aus Nigeria stammende Person; Person aus Nigeria; nigerianische Person; Einwohnende Person Nigerias"
"3044","in Niue lebende Person; in Niue wohnende Person; aus Niue stammende Person; Person aus Niue"
"3045","in Nordeuropa lebende Person; in Nordeuropa wohnende Person; aus Nordeuropa stammende Person; Person aus Nordeuropa; Einwohnende Person Nordeuropas"
"3046","in Nordkorea lebende Person; in Nordkorea wohnende Person; aus Nordkorea stammende Person; nordkoreanische Person; Person aus Nordkorea"
"3047","in Oase wohnende Person"
"3048","in Österreich Abitur machende Person; Matura ablegende Person;Maturant*innen"
"3049","in Osteuropa lebende Person; in Osteuropa wohnende Person; aus Osteuropa stammende Person; Person aus Osteuropa; Einwohnende Person Osteuropas"
"3050","in Ostwestfalen lebende Person; in Ostwestfalen wohnende Person; aus Ostwestfalen stammende Person; Person aus Ostwestfalen; Einwohnende Person Ostwestfalens"
"3051","in Pakistan lebende Person; in Pakistan wohnende Person; aus Pakistan stammende Person; Person aus Pakistan ; pakistanische Person"
"3052","in Panama lebende Person; in Panama wohnende Person; aus Panama stammende Person; Person aus Panama ; Einwohnende Person Panamas"
"3053","in Papua-Neuguinea lebende Person; in Papua-Neuguinea wohnende Person; aus Papua-Neuguinea stammende Person; Person aus Papua-Neuguinea; Einwohnende Person Papua-Neuguinea`s"
"3054","in Politikwissenschaft tätige Person;Politikwissenschaftler*innen"
"3055","in Portugal lebende Person; in Portugal wohnende Person; aus Portugal stammende Person; portugisische Person"
"3056","in Puppentheater Figuren bewegende und Rollen sprechende Person;Puppenspieler*in"
"3057","in Raumfahrt technisch arbeitende Person;Raumfahrttechniker*innen"
"3058","in Realschule lehrende Person;Realschullehrer*innen"
"3059","in Redaktion arbeitende Person; für Medien arbeitende Person; Berichte liefernde Person;Journalist*innen"
"3060","in Rente gegangene Person;nicht mehr erwerbstätige Person; Person, die Rente bezieht; Rentner*innen"
"3061","in Rezeption arbeitende Person;Rezeptionist*in; Qualifizierte an der Rezeption; Rezeptionsfachkraft"
"3062","In Rom lebende Person; aus Rom stammende Person;Römer*innen"
"3063","in Roubaix lebende Person; in Roubaix wohnende Person; aus Roubaix stammende Person; Person aus Roubaix; Einwohnende Person Roubaix´"
"3064","in Ruanda lebende Person; in Ruanda wohnende Person; aus Ruanda stammende Person; Person aus Ruanda ; Einwohnende Person Ruandas"
"3065","in Rumänien lebende Person; in Rumänien wohnende Person; aus Rumänien stammende Person; Person aus Rumänien; rumänische Person; Einwohnende Person Rumäniens"
"3066","in Rundfunk und Fernsehen moderierende Person"
"3067","in Saarlouis lebende Person; in Saarlouis wohnende Person; aus Saarlouis stammende Person; Person aus Saarlouis; Einwohnende Person Saarlouis´"
"3068","in Sachen Europa skeptisch eingestellte Person;Euroskeptiker*innen"
"3069","in Sachsen-Anhalt lebende Person; in Sachsen-Anhalt wohnende Person; aus Sachsen-Anhalt stammende Person; Person aus Sachsen-Anhalt; Einwohnende Person Sachsen-Anhalts"
"3070","in Salvador lebende Person; in Salvador wohnende Person; aus Salvador stammende Person; Person aus Salvador ; salvadorianische Person"
"3071","in Salzwedel lebende Person; in Salzwedel wohnende Person; aus Salzwedel stammende Person; Person aus Salzwedel; Einwohnende Person Salzwedels"
"3072","in Sambia lebende Person; in Sambia wohnende Person; aus Sambia stammende Person; Person aus Sambia ; Einwohnende Person Sambias"
"3073","in Samoa lebende Person; in Samoa wohnende Person; aus Samoa stammende Person; samoanische Person; Person aus Samoa"
"3074","in San-Marino lebende Person; in San-Marino wohnende Person; aus San-Marino stammende Person; Person aus San-Marino"
"3075","in Sardinien lebende Person; in Sardinien wohnende Person; aus Sardinien stammende Person; Person aus Sardinien ; Einwohnende Person Sardiniens"
"3076","in Sattlerhandwerk als Meister arbeitende Person"
"3077","in Saudi-Arabien lebende Person; in Saudi-Arabien wohnende Person; aus Saudi-Arabien stammende Person; Saudi- Arabische Person; Person aus Saudi-Arabien"
"3078","in Schule Lehrtätigkeit ausübende Person;Schullehrer*in; Schullehrer_in; Schullehrer/in"
"3079","in selber Wohnung lebende Person;Mitbewohner*innen"
"3080","in Senegal lebende Person; in Senegal wohnende Person; aus Senegal stammende Person; Person aus Senegal; Einwohnende Person Senegals"
"3081","in Senegal lebende Person; in Senegal wohnende Person; aus Senegal stammende Person; senegalesische Person; Person aus Senegal"
"3082","in Sennerei tätige Person;Senner*innen"
"3083","in Serbien lebende Person; in Serbien wohnende Person; aus Serbien stammende Person; serbische Person; Person aus Serbien"
"3084","in Serie einbrechende Person;Serieneinbrecher*in"
"3085","in Serie siegende"
"3086","in Serie tötende, killende Person nach gleichem Muster;Serienkiller*in"
"3087","in Sierra-Leone lebende Person; in Sierra-Leone wohnende Person; aus Sierra-Leone stammende Person; Person aus Sierra-Leone; Einwohnende Person Sierra-Leone`s"
"3088","in Simbabwe lebende Person; in Simbabwe wohnende Person; aus Simbabwe stammende Person; Person aus Simbabwe ; simbabwische Person; Einwohnende Person Simbabwes"
"3089","in Singapur lebende Person; in Singapur wohnende Person; aus Singapur stammende Person; Person aus Singapur"
"3090","in Slowenien lebende Person; in Slowenien wohnende Person; aus Slowenien stammende Person; Person aus Slowenien; slowenische Person; Einwohnende Person Sloweniens"
"3091","in Slum wohnende, hausende Person"
"3092","in Somalia lebende Person; in Somalia wohnende Person; aus Somalia stammende Person; Person aus Somalia"
"3093","in Sonderschule lehrende, unterrichtende Person;Sonderschullehrer*innen"
"3094","in Sozietät teilhabende Person"
"3095","in Sri-Lanka lebende Person; in Sri-Lanka wohnende Person; aus Sri-Lanka stammende Person; Person aus Sri-Lanka"
"3096","in St. Lucia lebende Person; in St. Lucia wohnende Person; aus St. Lucia stammende Person; Person aus St. Lucia; Einwohnende Person St. Lucia`s"
"3097","in St. Vincent (und die Grenadinen) lebende Person; in St. Vincent (und die Grenadinen) wohnende Person; aus St. Vincent (und die Grenadinen) stammende Person; Person aus St. Vincent (und die Grenadinen); Einwohnende Person St. Vincent`s(und die Grenadinen)"
"3098","in Stadt wohnende Person"
"3099","in Stahlindustrie arbeitende Person"
"3100","in Steppe wohnende Person;Steppenbewohner*in"
"3101","in Steuerangelegenheiten beratende Person;Steuerberater*innen"
"3102","in Steuerschuld stehende Person;Steuerschuldner*in"
"3103","in Straubing lebende Person; in Straubing wohnende Person; aus Straubing stammende Person; Person aus Straubing; Einwohnende Person Straubings"
"3104","in Streit verwickelte Person, die bedenkenlos um sich schießt;Revolverheld*innen"
"3105","in Strumpfwirkerei arbeitende Person;Stumpfwirker*in"
"3106","in Südeuropa lebende Person; in Südeuropa wohnende Person; aus Südeuropa stammende Person; Person aus Südeuropa; Einwohnende Person Südeuropas"
"3107","in Südkorea lebende Person; in Südkorea wohnende Person; aus Südkorea stammende Person; südkoreanische Person; Person aus Südkorea"
"3108","in Suriname/Surinam lebende Person; in Suriname/Surinam wohnende Person; aus Suriname/Surinam stammende Person; Person aus Suriname/Surinam; Einwohnende Person Suriname´s/Surinam´s"
"3109","in Syrien lebende Person; in Syrien wohnende Person; aus Syrien stammende Person; Person aus Syrien ; syrische Person"
"3110","in Tadschickistan lebende Person; in Tadschickistan wohnende Person; aus Tadschickistan stammende Person; Person aus Tadschickistan ; tadschickische Person; Einwohnende Person Tadschickistans"
"3111","in Tansania lebende Person; in Tansania wohnende Person; aus Tansania stammende Person; Person aus Tansania"
"3112","in Tarent lebende Person; in Tarent wohnende Person; aus Tarent stammende Person; Person aus Tarent ; Einwohnende Person Tarentins"
"3113","in Thailand lebende Person; in Thailand wohnende Person; aus Thailand stammende Person; thailändische Person"
"3114","in Tibet lebende Person; in Tibet wohnende Person; aus Tibet stammende Person; Person aus Tibet; Einwohnende Person Tibets"
"3115","in Togo lebende Person; in Togo wohnende Person; aus Togo stammende Person; Person aus Togo; Einwohnende Person Togos"
"3116","in Tonga lebende Person; in Tonga wohnende Person; aus Tonga stammende Person; Person aus Tonga ; Einwohnende Person Tongas"
"3117","in Tschechien lebende Person; in Tschechien wohnende Person; aus der Tschechei stammende Person; tschechische Person"
"3118","in Tunesien lebende Person; in Tunesien wohnende Person; aus Tunesien stammende Person; Person aus Tunesien ; tunesische Person"
"3119","in Turkmenistan lebende Person; in Turkmenistan wohnende Person; aus Turkmenistan stammende Person; turkmenische Person; Person aus Turkmenistan"
"3120","in Uganda lebende Person; in Uganda wohnende Person; aus Uganda stammende Person; Person aus Uganda; ugandische Person"
"3121","in und über Afrika forschende Person;Afrikaforscher*innen"
"3122","in USA journalistische Tätigkeit ausübende Person"
"3123","in Usbekistan lebende Person; in Usbekistan wohnende Person; aus Usbekistan stammende Person; usbekische Person; Person aus Usbekistan"
"3124","in Vanatu lebende Person; in Vanatu wohnende Person; aus Vanatu stammende Person; Person aus Vanatu"
"3125","in Venedig lebende Person; aus Venedig stammende Person;Venezianer*innen"
"3126","in Verlag Manuskripte prüfende Person; an Hochschule Kurse gebende, Übungen leitende Person;Lektor*innen"
